battery_temp,1605070997000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.5
battery_temp,1605071011000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.5
battery_temp,1605071026000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.59
battery_temp,1605071040000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.59
battery_temp,1605071054000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.59
battery_temp,1605071068000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.59
battery_temp,1605071082000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.59
battery_temp,1605071096000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.59
battery_temp,1605071110000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071124000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071138000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071153000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071166000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071181000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071196000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071210000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071224000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071238000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071252000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.69
battery_temp,1605071266000000000,,Discharging,SWD,macos,6c328af026994ab5ae14d1eb27d92e2b,32.59
